Codigo;Hacinamiento;VIvInconv;SanitarioNo;EscolaridadNO;SUbsiNo;NBISi
660285007;0.74;2.97;0;0;0.37;4.09
660285008;0.78;3.11;0;0.39;0;3.89
660285009;1.33;4.77;1.33;1.06;0;8.22
660285010;1.03;1.37;0;1.03;0;3.08
660350101;10.53;16.67;3.51;0.88;0.88;26.32
660350102;6.55;10.12;2.38;1.19;0;19.05
660350103;5.3;5.3;1.77;0.35;1.41;12.37
660350104;5.26;15.79;10.53;0;0;26.32
660350105;1.33;3.56;0.89;0;0;4.89
660350106;0.48;0.48;0;0.48;0;1.44
660350107;7.21;1.8;0.9;2.7;0;12.61
660350201;9.88;9.88;3.7;2.47;3.7;24.69
660350202;7.98;3.99;4.84;0.85;1.42;17.09
660350203;6.58;12.28;3.95;0.44;1.32;21.05
660350204;0;0;0;0;0;0
660350205;6.45;9.68;1.61;0;0;17.74
660350206;4.36;4.36;2.91;2.18;1.45;11.64
660350207;7.89;3.95;11.84;0;3.95;21.05
660350208;7.29;4.37;0.87;1.17;0.58;13.41
660350209;14.1;3.08;0.77;1.54;0.51;18.46
660350210;7.58;8.18;1.82;2.42;0.91;19.39
660350211;6.59;5.43;1.94;0.78;1.16;14.73
660350212;4.17;7.5;0.42;0.83;0.83;11.25
660350213;5.75;14.5;0.5;0.25;0.75;19.25
660350214;5.08;4.41;1.02;0.68;1.02;9.49
660350215;5.23;8.08;1.19;0.48;0.95;14.25
660350301;5.47;14.6;2.55;1.09;0.73;22.99
660350302;1.04;10.42;3.13;0;0;12.5
660350303;1.9;12.38;1.9;0.95;3.81;19.05
660350304;2.72;10.87;3.8;1.09;0.54;17.39
660350305;6.88;7.25;1.09;0;0;14.86
660350306;24.06;23.81;6.02;0.5;0.25;46.12
660350307;16.93;8.91;4.23;0.67;0.89;27.62
660350308;24.01;19.21;5.08;1.69;0.56;43.22
660350309;4.13;4.55;0.83;0.83;1.24;9.92
660350310;3.14;0.52;0.26;0.79;0.26;4.97
660350311;1.33;0.53;0;0;0;1.86
660350312;8.96;12.44;2.99;1;0;21.89
660350313;9.39;7.98;8.45;1.88;1.41;22.07
660350314;3.47;10.4;0.5;0;0.5;12.87
660350315;5.29;8.99;0;3.7;1.06;17.99
660350316;3.13;12.5;0;0;0;15.63
660350317;2.17;2.17;0;0;2.17;6.52
660350401;7.89;16.37;2.05;0.88;1.46;23.68
660350402;9.9;2.31;0.99;0.33;0.66;13.2
660350403;8.61;4.92;0;0.41;0.41;13.11
660350404;1.2;2.41;1.2;0;0;3.61
660350405;1.12;0;0;0;0;1.12
660350406;2.61;5.23;0.65;0.65;0;8.5
660350407;2.04;4.08;0;0.41;0.82;6.53
660350408;14.73;4.53;0.85;1.7;1.13;20.11
660350409;6.17;4.12;0;1.23;1.65;11.93
660350501;3.29;7.85;0.25;0.25;0.76;11.39
660350502;3.19;6.37;1.2;1.59;0.4;11.16
660350503;1.8;5.71;0.6;2.1;0.6;10.51
660350504;4.93;6.9;1.23;0.74;0.25;12.32
660350505;2.34;5.62;0;0.7;0.47;8.43
660350506;4.39;5.99;2;0.8;0.8;12.57
660350507;8.51;9.57;2.13;1.06;0.53;19.15
660350508;9.25;7.19;2.05;2.05;0;18.84
660350509;5.39;5.39;0;1.68;0.67;12.12
660350510;3.65;10.22;4.14;0.49;0.97;13.87
660350511;3.34;6.43;0.26;0.77;0.51;11.05
660350512;3.68;1.05;1.05;0.53;0.53;6.84
660420101;1.9;7.62;39.05;1.9;0.95;44.76
660420102;2.96;2.22;19.26;0;0.74;23.7
660420103;4.9;1.96;6.86;0.98;0.98;14.71
660420104;4.26;6.38;4.26;3.19;1.06;14.89
660420105;9.6;8.47;5.08;1.69;0.56;24.29
660420106;2.92;3.33;1.67;0.83;0.83;8.75
660420107;2;8;2;0;0;10
660420108;5.42;6.1;5.76;0.68;0.68;15.93
660420109;7.07;9.24;0.27;1.63;1.36;15.76
660420110;7.01;2.58;2.21;2.21;1.11;12.55
660420111;5.63;4.38;3.44;0.31;1.25;13.75
660420112;9.22;1.38;1.84;1.38;0.46;13.82
660420113;8.3;3.56;1.58;0.4;1.19;14.62
660420114;7.53;22.18;2.93;2.09;1.67;31.38
660420201;4.76;6.35;3.17;4.76;4.76;20.63
660420202;4.8;3.2;0;0.8;0;8.8
660420203;6.21;5.52;4.83;1.03;2.76;18.28
660420204;0;0;37.5;0;0;37.5
660420301;2.9;5.48;0.65;0;0.32;9.03
660420302;7.81;9.38;0;0;1.04;16.67
660420303;6.57;14.53;1.73;1.38;2.42;23.53
660420304;2.76;7.73;0;1.1;0;11.05
660420305;1.84;8.76;2.76;0.46;0;11.52
660420306;2.92;15.83;0.83;0;0;18.75
660420307;5.68;10.92;0.87;0.87;0.87;16.59
660420308;4.84;7.14;0.92;0.92;0.23;12.9
660420309;3.24;8.8;0.46;0;0.46;12.5
660420310;1.33;0.89;4.44;0;1.33;7.56
660420311;5.75;7.76;0;1.15;1.15;14.66
660420312;2.46;10.15;1.54;0;0.62;13.54
660420313;7.96;13.84;3.81;0.35;0.35;22.84
660490101;0;6.25;0;0;0;6.25
660490102;2.38;1.19;10.71;3.57;1.19;15.48
660490103;6.57;17.17;3.54;3.03;2.53;26.77
660490104;5.49;5.86;0.37;1.1;2.56;13.92
660490105;5.7;3.8;2.66;1.9;1.9;13.69
660490106;6.15;9.02;0.41;1.64;1.64;16.39
660490107;6.52;2.9;1.45;1.81;2.9;14.13
660490108;5.21;8.93;2.98;0.99;1.74;18.61
660490109;4.4;10.44;0;1.65;1.1;13.74
660490110;6.01;6.01;2.15;3.86;0.43;15.88
660490201;14.06;4.69;37.5;0;3.13;50
660490202;3.33;3.33;16.67;0;0;20
660490203;0;33.33;0;0;0;33.33
660490204;1.67;10;10;1.67;0;21.67
660490205;12.81;8.68;8.68;0.83;1.24;26.86
660490206;5;5;15;10;0;30
660490207;0;0;0;16.67;0;16.67
660490208;0;8.33;13.89;0;0;22.22
660490209;0;5;10;0;0;10
660490210;0;0;0;0;0;0
660490211;2.48;0;4.46;0;0;6.44
660490212;5.58;1.49;2.97;1.12;1.49;10.78
660490301;6.2;9.3;2.33;3.1;2.33;20.93
660490302;1.49;20.4;2.99;0.5;0.5;25.87
660490303;13.04;10.14;1.45;2.9;1.45;23.19
660490304;5.26;1.05;3.16;5.26;1.05;14.74
660490305;3.49;3.49;0;1.07;1.88;9.12
660490306;3.96;2.52;0.36;0.36;1.44;8.63
660490307;3.5;5.06;0;0.39;1.17;7.78
660490308;1.89;4.55;0;0.38;0.38;6.44
660490309;5.05;6.94;0.63;2.21;0.95;13.56
660490310;1.56;0;0.39;1.56;0.39;3.91
660490311;9.5;3.35;3.35;1.12;1.68;16.76
660490312;3.06;4.08;8.16;1.02;0;15.31
660490401;7.26;3.23;6.05;1.21;0.81;13.71
660490402;8.9;2.62;2.09;1.05;1.05;13.09
660490403;10;3;2;2;1.5;15
660490404;6.25;1.25;1.25;2.08;0.83;10.83
660490405;4.15;0;1.55;5.7;1.55;10.36
660490406;6.27;4.7;0;0.78;1.31;11.75
660490407;2.3;4.61;0.23;2.76;0.69;9.68
660490408;1.6;1.6;0;1.07;1.07;4.81
660490409;4.1;7.65;0.27;1.37;2.73;14.21
660490410;7.14;5.52;0.65;7.14;4.22;22.08
660490411;2.25;0.9;0.9;0.9;1.8;6.76
660490412;3.85;5.13;0;3.21;1.28;12.82
660490413;2.28;1.63;0;0.65;0.98;4.89
660490501;5.84;3.09;0;0.69;0;9.28
660490502;4.49;2.56;2.56;3.53;1.28;11.86
660490503;6.07;9.27;1.28;3.51;0.96;16.61
660490504;3.02;4.15;1.89;1.51;0;8.68
660490505;5.36;4.29;0.8;1.61;0.27;10.72
660490506;0.6;5.42;0.6;0.6;0.6;6.63
660490507;1.14;0;0;0;0;1.14
660490508;0.72;4.3;1.79;0.72;0.36;6.81
660490509;2.27;4.85;0.32;0;0.32;6.8
660490510;3.18;9.55;1.27;5.1;0;17.2
660490511;3.23;1.84;0;2.3;0.92;7.83
660490512;3.83;5.75;0.38;0.77;0.77;9.58
660490513;3.45;1.72;1.72;0.86;0.86;6.9
660490514;5.58;1.59;1.99;0.4;0;9.16
660490515;0.75;5.99;0.37;1.12;0.75;8.61
660490601;8.47;5.65;5.08;0.56;0.56;16.38
660490602;2.45;2.94;0;1.47;0;6.86
660490603;0.81;2.42;0;0.4;0;3.63
660490604;3.1;0;0;0.78;1.16;5.04
660490605;3.66;0.52;1.31;1.31;1.57;6.54
660490606;12.45;1.17;1.56;1.56;1.56;17.12
660490607;18.33;3.59;13.55;4.78;0.8;35.86
660490608;5.2;0;0;6.4;1.2;12
660490609;3.03;0.87;0;0.87;0.87;5.63
660490610;3.4;1.28;0.43;0.43;1.7;6.38
660560101;7.5;0;12.5;2.5;0;22.5
660560102;8.18;3.53;6.21;3.67;1.83;20.59
660560103;12;0.67;3.33;2;2.67;17.33
660560104;13.04;4.35;17.39;4.35;0;34.78
660560201;15.79;0;10.53;0;2.63;26.32
660560202;1.46;18.98;7.3;2.92;1.46;29.93
660560203;10.16;10.98;9.35;4.07;2.44;28.86
660560204;13.78;3.57;11.22;8.16;2.55;30.1
660560205;10.32;9.52;3.17;0.79;2.38;25.4
660560206;1.82;36.36;5.45;0;0;43.64
660560207;7.14;2.38;9.52;0;0;16.67
660560208;16.08;10.05;14.57;4.02;3.02;37.69
660560209;9.71;9.22;13.11;7.28;2.43;32.04
660560210;10.43;4.78;21.3;0.87;1.74;33.91
660560301;10.09;8.26;3.36;0.61;2.45;23.55
660560302;14.95;4.89;12.77;2.17;3.53;31.79
660560303;9.89;8.79;10.99;4.4;4.4;31.87
660560304;20.98;12.93;4.88;3.9;4.15;37.8
660560305;18.08;7.34;1.69;1.69;2.82;28.81
660560306;25.93;8.33;1.39;3.24;4.17;37.96
660560307;17.62;0;7.05;5.29;5.29;29.07
660560308;26.83;26.34;5.85;7.8;11.22;58.05
660560309;27.5;1.67;6.67;6.67;5.83;37.5
660560310;20.43;19.71;7.53;1.79;3.58;40.14
660560311;25.6;24.64;3.86;2.9;10.14;56.04
660560312;10.63;11.88;0.63;0.63;2.5;23.13
660560313;10.88;3.4;1.36;0.68;2.04;16.33
660560314;6.06;9.09;5.05;1.01;1.01;19.19
660560401;10.67;0;1.33;2.67;4;16
660560402;10.67;0;0;0;0;10.67
660560403;19.8;5.94;17.82;3.96;6.93;42.57
660560404;30;2;12;6;16;44
660560405;7.52;34.59;4.51;2.26;3.01;45.86
660560406;0;4.35;0;0;0;4.35
660560407;0;11.54;0;0;3.85;15.38
660560408;0;0;0;0;0;0
660560409;10.53;2.87;9.09;3.35;2.87;24.88
660560410;4.42;0.95;1.89;3.79;3.15;12.93
660560411;7.34;4.52;2.82;0.56;0.56;14.69
660560412;0;5.88;0;0;2.94;8.82
660560413;0;0;0;0;0;0
660560414;30.77;0;15.38;0;0;38.46
660560415;3.8;17.72;2.53;0;2.53;24.05
660560501;16.67;16.67;0;16.67;0;33.33
660560502;12.5;0;37.5;3.13;0;43.75
660560503;20.12;7.69;52.66;11.24;4.14;59.76
660560504;17.71;8.68;5.21;2.78;7.99;32.99
660560505;14.38;13.38;9.7;4.35;4.01;31.44
660560601;25;12.5;12.5;0;0;50
660560602;2.5;27.5;5;0;0;30
660560603;20.93;34.88;11.63;0;6.98;53.49
660560604;2.22;8.89;2.22;0.74;1.48;13.33
660560605;15.5;15.76;3.88;1.81;4.65;35.92
660560606;17.98;24.61;13.25;1.89;2.84;49.21
660560607;4.49;0;6.74;2.25;2.25;14.61
660560608;16.33;7.76;3.67;5.71;4.49;30.2
660560701;13.51;1.35;24.32;1.35;2.7;31.08
660560702;23.53;0;33.82;0;5.88;42.65
660560703;20.89;17.09;18.35;5.7;2.53;49.37
660560704;22.22;2.78;44.44;2.78;11.11;58.33
660560705;2.54;5.93;0.85;0.85;0;10.17
660560706;34.78;18.48;53.26;5.98;9.78;77.17
660560707;26.21;9.31;25.17;8.97;1.72;51.38
660560708;12.5;2.08;8.33;2.6;3.13;22.92
660560709;2.78;8.33;2.22;1.11;1.11;13.89
660560710;17.14;27.14;5.71;12.86;2.86;51.43
660560711;16.67;20.83;6.94;13.89;1.39;47.22
660560712;26.87;14.98;10.13;3.08;2.64;44.49
660560801;6.56;9.27;4.25;2.7;1.16;20.08
660560802;7.36;6.93;1.73;4.76;2.6;20.78
660560803;9.7;3.36;1.49;3.36;3.36;17.91
660560804;3.7;2.06;0;0.41;1.23;7.41
660560805;4.96;9.62;1.46;0.87;0.87;16.62
660560806;1.44;23.83;0.72;0.36;1.44;27.08
660560807;2.78;8.33;1.11;0.83;0.56;12.5
660560808;2.23;10.06;0;2.23;0;13.41
660560809;2.39;8.96;0.9;1.19;2.09;13.73
660560810;11.41;11.41;2.72;1.09;1.63;20.65
660560811;3.59;5.25;1.38;1.66;0.28;12.15
660560812;6.18;6.99;0.81;3.23;1.08;17.2
660560813;8.16;5.31;2.45;4.08;4.08;20.82
660560901;2.21;1.66;4.97;3.31;1.66;13.81
660560902;5.34;2.91;0.49;2.43;0.97;11.17
660560903;3.5;2.62;0.58;0.87;1.17;8.75
660560904;5.37;3.72;3.31;2.89;1.65;14.88
660560905;2.26;2.26;0;1.29;1.61;6.77
660560906;5.49;2.53;0;0.42;1.27;8.86
660560907;13.87;2.89;9.25;1.16;1.16;26.59
660560908;17.48;1.4;1.4;0;2.1;20.28
660560909;14.53;7.77;9.12;2.7;0.68;28.04
660560910;7.69;10.7;1.67;2.01;1.34;20.74
660560911;12.45;6.23;6.59;2.56;3.3;25.27
660560912;16.67;10.94;3.65;2.08;3.13;30.21
660561001;7.32;4.88;4.39;1.95;0.49;17.07
660561002;1.45;36.96;0.72;0.36;0.36;39.13
660561003;1.13;5.66;0;0.38;0.75;7.55
660561004;5.18;12.62;2.27;3.24;0.32;22.98
660561005;5.2;2.6;4.46;1.49;2.97;15.61
660561006;1.6;11.18;0.32;0;0;12.78
660561007;0.98;7.35;0;0;0.98;8.33
660561008;2.96;1.48;1.48;1.97;0.99;8.87
660561009;0.82;13.17;0.41;2.47;0.82;17.28
660561010;2.24;8.96;1.12;1.12;0;13.06
660561011;4.96;4.96;0;0.71;0;9.22
660561012;10.2;4.08;7.48;0;0.68;21.77
660561013;12.75;5.1;3.97;1.42;1.42;22.38
660561014;21.3;5.05;6.86;3.25;2.89;35.02
660561101;9.06;1.51;9.06;1.81;0.91;19.64
660561102;4.03;3.75;2.02;1.15;1.44;11.82
660561103;4.67;8.79;2.2;1.1;0.82;14.56
660561104;8.36;2.51;4.46;3.34;1.39;18.11
660561105;16.91;1.47;9.93;2.21;3.31;28.31
660561106;4.58;2.92;3.75;2.5;2.92;14.17
660561107;0.84;6.98;1.4;0.28;0.28;8.94
660561108;2.03;2.7;1.35;1.35;0;6.76
660561109;3.44;6.25;0.63;0.31;0.94;10.63
660561201;4.13;29.21;1.59;0.32;0;34.29
660561202;0.44;56;0;2.22;0;56.44
660561203;6.27;46.86;4.8;1.85;0.74;56.09
660561204;1.94;34.63;0;0.28;0.28;35.73
660561205;2.87;18.79;0.32;0.96;0.64;22.29
660561206;4.98;20.87;2.18;0.93;0.62;28.04
660561207;5.2;26.8;1.6;2;1.6;34.8
660561208;1.84;11.98;1.84;0.46;0;15.21
660561209;3.98;7.34;1.22;0;0.61;12.23
660561210;4.63;3.2;4.63;3.91;1.78;14.59
660561211;13.14;3.39;8.47;2.12;1.27;25.42
660561301;8.45;3.94;5.35;1.41;2.25;18.31
660561302;7.34;11.14;2.45;1.36;1.36;20.65
660561303;2.05;1.47;0.29;0.88;0.29;4.69
660561304;2.06;7.65;1.76;0.59;0.29;10
660561305;1.69;6.78;0;0;0;8.47
660561306;1.07;6.43;2.14;0;0.8;10.46
660561307;0;1.28;0.64;0.64;0.64;3.21
660561308;0.88;5.26;0;0.44;0;6.14
660561309;0.79;7.48;1.18;0;0.39;8.66
660561310;2.91;6.55;0;0;0.36;9.45
660561311;0;12.31;1.54;0;0;13.85
660561312;0.8;6.97;0.27;0.27;0.8;8.58
660561313;2.28;8.75;0.38;0.76;1.14;12.55
660561314;6.47;2.88;2.52;0.36;1.8;11.87
660561315;8.81;3.83;4.98;3.07;1.92;20.31
660561316;13.39;1.79;1.79;1.79;3.13;20.09
660561401;0;15.56;0;4.44;1.48;21.48
660561402;2.06;13.06;0;0.69;0.34;16.15
660561403;1.53;6.13;0.77;0;0.38;8.43
660561404;1.68;9.06;2.01;0.34;1.01;13.42
660561405;1.74;6.4;1.45;2.33;0;11.05
660561406;6.68;5.3;4.15;2.07;3.46;18.89
660561407;5.64;9.8;3.19;1.23;1.23;18.63
660561408;6.78;19.51;2.71;0.81;1.08;27.91
660561409;6.06;3.7;2.69;2.69;2.02;15.49
660561410;5.33;5.58;0.51;1.52;2.28;13.96
660561411;1.55;1.86;0.93;0.31;1.24;5.57
660561412;2.89;1.73;2.31;2.6;1.16;9.54
660561413;2.1;16.78;0;1.05;0;19.58
660561414;4.44;7.3;0.63;0.63;0.63;12.06
660561501;1.56;37.4;1.04;1.56;1.3;40.78
660561502;0.6;36.12;0.3;0.9;0;36.42
660561503;3.13;45.63;3.44;1.56;0.63;50.63
660561504;0.37;17.65;0.37;1.47;0.37;20.22
660561505;2.9;8.12;0.58;2.61;1.16;14.78
660561506;0.9;2.26;1.36;0;0.45;4.98
660561507;3.72;4.13;0.83;2.07;0.83;10.33
660561508;4.29;4.55;2.27;1.52;1.52;12.37
660561509;6.38;2.13;2.43;2.74;1.52;14.29
660561510;5.43;38.76;3.1;2.33;1.55;46.77
660561511;3.85;14.29;1.65;4.4;2.47;23.9
660561512;7.36;7.36;2.15;0.92;1.53;18.4
660561513;7.23;5.03;4.09;1.26;3.14;17.3
660561514;14.87;2.6;5.58;1.49;1.86;23.79
660561515;5.82;14.29;4.76;0.53;0.53;25.4
660561516;7.69;6.29;1.75;0.35;1.4;16.08
660561601;1.14;34.66;1.14;0;1.14;35.23
660561602;2.29;8.78;0.76;0.76;0.38;12.21
660561603;2.03;5.69;0;1.22;0.81;9.35
660561604;5.76;0.52;3.66;0.52;0;9.42
660561605;7.94;1.81;1.81;0.72;1.08;11.91
660561606;4.69;8.2;2.73;2.34;1.17;16.8
660561607;12.44;2.39;2.39;0.48;1.91;17.7
660561608;0.95;4.13;0.95;0.32;0.32;6.67
660561609;2.31;5.49;1.45;0.58;0.87;9.83
660561610;3.07;8.53;0.68;0.68;1.37;13.31
660561611;0.51;7.14;2.04;0;0.51;10.2
660561612;1.03;7.73;0;1.03;0.52;10.31
660561613;2.2;40.25;0.63;0.31;0;42.14
660561614;4.91;41.75;3.86;0;0.35;47.72
660561615;2.34;14.04;8.19;0.58;1.75;22.22
660561616;1.08;20.81;1.89;1.35;0.81;25.41
660561617;1.45;6.52;2.9;1.45;0;11.59
660561701;4.6;4.36;0.24;1.69;0.97;10.9
660561702;10.24;9.16;5.12;1.89;1.35;25.61
660561703;6.45;11.83;4.66;2.87;1.08;25.81
660561704;2.29;27.86;1.15;1.91;1.53;33.97
660561705;3.9;1.73;0.43;1.73;3.9;10.39
660561706;4.13;4.13;0.46;1.38;0.92;10.09
660561707;3.58;10.75;0.36;1.08;1.43;14.7
660561708;4.17;1.67;0;0.83;0.42;7.08
660561709;0.85;2.99;0.43;0.85;0;4.7
660561710;9.38;7.81;4.69;3.13;0.63;24.06
660561711;3.86;12.28;2.11;0.7;0;15.79
660561801;12.78;1.32;7.05;3.52;8.81;26.43
660561802;6.79;0.62;1.85;6.17;4.94;17.9
660561803;1.7;1.14;0;1.14;0;3.98
660561804;1.01;5.56;0.51;0.51;0.51;7.07
660561805;3.19;3.19;0.53;0;1.6;7.45
660561806;3.35;3.35;0;1.12;2.23;8.94
660561807;10.73;17.65;2.42;2.42;0.69;33.22
660561808;8.47;11.02;6.78;1.13;3.39;27.4
660561809;13.49;23.02;3.17;1.98;4.37;31.35
660561810;7.69;16.63;2.48;1.74;2.73;25.31
660561811;15.87;0.4;9.92;0.79;3.97;25.4
660630101;0;40;80;0;0;100
660630102;0;0;0;0;0;0
660630103;0;0;28.57;0;0;28.57
660630104;0;0;40.74;0;0;40.74
660630105;0;0;28.57;0;0;28.57
660630106;0;0;50;0;0;50
660630107;6.52;13.04;10.87;0;1.45;28.99
660630108;1.35;1.35;10.81;0;1.35;10.81
660630109;0;4.76;14.29;9.52;0;23.81
660630110;6.06;6.61;0.83;0.55;1.1;13.5
660630111;2.08;4.17;2.78;0.35;1.04;9.38
660630201;10.71;0;28.57;0;3.57;39.29
660630202;2.25;0;10.11;1.12;1.12;14.61
660630203;4;0;68;0;0;68
660700101;15.79;0;21.05;10.53;5.26;42.11
660700102;0;0;0;8.7;0;8.7
660700103;0;2.44;0;4.88;4.88;9.76
660700104;0;6.67;0;2.67;2.67;10.67
660700105;7.5;0;10;2.5;5;22.5
660700106;0;0;0;10.71;10.71;21.43
660700107;0;0;0;0;0;0
660700201;6.41;0.64;3.21;3.85;1.28;14.1
660700202;0;0;0;37.5;12.5;50
660700203;5.49;3.66;3.05;1.83;0.61;14.02
660700204;3.68;2.94;8.09;2.94;2.21;14.71
660700205;4.48;8.96;1.49;8.21;2.24;23.13
660700206;7.78;7.78;1.11;5;1.11;20.56
660700207;0;1.56;1.56;14.06;1.56;17.19
660700208;7.58;1.52;9.09;3.03;1.52;19.7
660700301;5.56;0;27.78;0;0;33.33
660700302;0;0;100;0;0;100
660700401;0;0;0;12.5;0;12.5
660700402;0;0;15.38;0;7.69;23.08
660700403;0;12.5;0;0;0;12.5
660700404;0;0;0;0;0;0
660700405;0;22.22;0;11.11;0;33.33
660700406;14.29;14.29;42.86;14.29;0;71.43
660700407;0;5.41;5.41;5.41;0;16.22
660700501;0;0;66.67;0;0;66.67
660700502;0;0;100;0;0;100
660700503;2.82;5.63;7.04;1.41;0;14.08
660700504;6.56;0;6.56;3.28;0;13.11
660700505;0;0;0;0;0;0
660700506;0;0;100;25;0;100
660700507;4.06;4.06;0;0;1.52;9.14
660700508;2.83;3.77;0;0;0;6.6
660700509;4.7;22.82;6.71;2.68;2.01;32.21
660770101;12.5;4.17;83.33;0;4.17;83.33
660770102;1.9;2.86;2.86;1.9;1.9;11.43
660770103;0;4.67;2.8;0;0.93;6.54
660770104;2.11;0.7;0.7;0.7;0;4.23
660770105;0.51;5.64;3.59;0.51;0;9.23
660770106;0.81;8.87;0;0;0;9.68
660770107;0.57;2.87;0.57;0;0;4.02
660770108;1.48;5.9;0;0.37;0.37;8.12
660770109;0.79;5.51;0;0;0;6.3
660770110;1.93;9.18;0;0;0;11.11
660770111;3.47;18.06;2.43;0.69;0;20.83
660770112;3.07;2.45;1.84;0;0;6.75
660770113;3.3;6.04;1.65;0.55;0;9.89
660770114;2.73;6.82;0;0.45;0;10
660770115;1.85;2.31;0.46;0.93;0.46;5.56
660770201;0;11.11;77.78;0;0;88.89
660770202;0;10;5;0;0;15
660770203;0;7.84;3.92;0;0;11.76
660770204;2.03;21.83;0.51;1.02;0.51;24.87
660770205;2.67;4.81;2.14;0.53;0;8.56
660770206;4.25;5.19;4.72;0;0.47;14.15
660770207;6.3;6.3;4.87;1.15;0.86;14.9
660770208;2.08;10.42;2.08;2.08;0;16.67
660770209;1.89;13.21;0;0;0;15.09
660770301;0;9.52;28.57;0;0;28.57
660770302;0;0;0;0;0;0
660770303;0.56;2.79;2.23;0;0;5.03
660770304;0;8;2;2;0;12
660840101;1.65;4.96;6.61;4.96;0.83;17.36
660840102;0.66;2.63;5.26;0.66;1.32;10.53
660840103;0;0;15.38;0;0;15.38
660840104;12.24;14.97;5.44;19.05;0.68;41.5
660840105;4;0;12;0;0;16
660840106;6.15;15.9;1.03;5.13;1.54;26.67
660840107;4.55;9.09;1.7;0;1.7;13.64
660840108;3.52;4.88;0.27;0.81;1.08;10.03
660840109;3.16;3.86;0.35;5.26;0.35;12.28
660840110;5.49;3.92;8.63;3.14;1.18;21.18
660840201;0;7.14;14.29;0;0;21.43
660840202;6.67;6.67;0.95;5.71;0;16.19
660840203;8;8;10;4;0;22
660840204;3.77;0;5.66;0;1.89;9.43
660840205;4.78;3.48;0.43;0.87;1.3;9.13
660910101;6.25;0;0;3.13;6.25;15.63
660910102;5.88;11.76;0;0;0;14.71
660910103;8.33;0;16.67;5.56;0;27.78
660910104;3.03;0;12.12;0;6.06;18.18
660910105;10;4;0;0;0;14
660910201;0;0;11.76;5.88;5.88;11.76
660910202;6.67;0;10;3.33;0;20
660910203;0;0;11.11;0;0;11.11
660910204;0;1.37;2.74;1.37;0;5.48
660910205;8.85;4.42;3.98;0.44;0.88;16.81
660980101;3.85;3.85;15.38;0;3.85;17.31
660980102;0;7.41;18.52;0;0;18.52
660980103;0;11.54;0;0.77;0.77;13.08
660980104;0;0;0;0;0;0
660980105;1.4;3.27;1.87;2.34;0.47;7.94
660980106;6.61;7.49;1.76;0.88;1.32;15.42
660980107;2.27;3.57;0.32;0.32;0.65;7.14
660980108;4.9;8.04;6.29;1.05;0;17.13
660980109;1.32;9.21;7.02;0.88;0;13.6
660980110;2.94;1.68;2.1;0;2.1;7.98
660980201;0;0;18.75;0;6.25;25
660980202;0;0;0;0;0;0
660980203;5.77;3.85;6.73;0.96;2.88;17.31
660980204;0;0;37.5;0;0;37.5
660980205;8.79;9.89;0;1.1;1.1;18.68
660980206;0;0;71.43;0;0;71.43
660980207;9.09;11.36;0.76;1.52;0.76;18.94
660980208;0.84;7.56;1.68;0.84;0;10.92
660980209;4.97;4.97;0;0;0.62;9.94
660980210;2.38;8.33;1.19;0.6;1.19;11.31
660980211;1.75;7.89;3.51;0;0;13.16
661050101;0;0;0;0;0;0
661050102;0;0;0;0;0;0
661050103;0;0;0;0;0;0
661050104;4.72;33.02;16.98;0.94;0.94;39.62
661050201;0;0;14.29;0;0;14.29
661050202;6.58;2.63;3.95;0;0;11.84
661050203;3.7;0;14.81;5.56;3.7;18.52
661050204;20;6.67;0;6.67;6.67;40
661050205;0;0;16.67;0;0;16.67
661050206;5.88;5.88;17.65;0;0;17.65
661050207;0;0;0;0;0;0
661050208;0;11.11;0;0;0;11.11
661050209;10.2;1.02;0.51;1.53;2.04;15.31
661050210;6.84;3.42;0.43;2.14;3.85;14.96
661050211;6.7;8.48;0.45;1.34;2.23;17.86
661050212;5.69;1.63;0;0.81;0;8.13
661050213;4.12;8.25;0;1.03;1.55;14.95
661050214;14.43;6.7;3.09;0.52;3.09;22.68
661050215;11.79;0.44;2.18;1.31;1.75;14.85
661050216;5.77;1.92;0;5.77;0;13.46
661120101;5.71;17.14;11.43;0;0;28.57
661120102;0;8;4;0;0;12
661120103;16.67;16.67;16.67;0;16.67;50
661120104;0;8.89;2.22;0;0;8.89
661120105;4.35;0;13.04;0;0;17.39
661120106;5.42;21.18;3.94;0.49;1.48;30.05
661120107;0;4.76;0;0;0;4.76
661120108;4.37;8.2;4.92;1.09;0.55;16.39
661120109;4.07;5.93;1.11;0.74;2.96;14.44
661120110;3.05;8.4;3.82;1.15;0;16.03
661120111;2.8;4.9;1.4;0;0;7.69
661120112;5.83;16.14;0.9;0.9;1.79;23.77
661120113;3.57;0;1.43;0.71;0;5.71
661120201;8.99;28.09;3.37;1.12;0;32.58
661120202;0;50;40;0;0;70
661120203;0;33.33;4.76;0;0;33.33
661120204;0;11.54;19.23;3.85;0;23.08
661120205;3.39;0;1.69;0;6.78;11.86
661120206;5.8;0;5.8;0;2.9;14.49
661120207;0;0;0;0;0;0
661120208;4.65;2.62;6.98;3.2;1.45;17.15
661120209;6;2;4;8;2;20
661120210;4.02;6.7;6.7;2.23;0.89;18.3
661120211;1.35;5.41;1.35;4.05;0;12.16
661120212;7.22;8.76;11.34;4.12;0.52;29.38
661120213;3.85;1.48;3.25;2.66;1.18;10.06
